INVNUM,Client_id,Inv_date,Inv_paid,Inv_Paid_date,Comments,Suppl1,Price,Quantity,PriceSuppl1,Suppl2,Price,Quantity,PriceSuppl2,Suppl3,Price,Quantity,PriceSuppl3,Suppl4,Price,Quantity,PriceSuppl4,Suppl5,Price,Quantity,PriceSuppl5,Suppl6,Price,Quantity,PriceSuppl6,Suppl7,Price,Quantity,PriceSuppl7,Total(Suppl)
INV0322,6810160795088,2015-04-10,Y,2015-04-20,,Supplement-165,246.16,1,246.16,Supplement-167,197.32,1,197.32,,,,,,,,,,,,,,,,,,,,, R 443.48 
INV01101,6810160795088,2018-02-06,Y,2018-02-09,,Supplement-236,233.70,2,467.40,Supplement-220,326.14,4,1304.56,,,,,,,,,,,,,,,,,,,,," R 1,771.96 "
INV01533,6810160795088,2019-08-05,Y,2019-08-12,,Supplement-180,229.06,2,458.12,Supplement-88,348.87,2,697.75,Supplement-50,366.53,2,733.07,Supplement-54,297.16,1,297.16,,,,,,,,,,,,," R 2,186.10 "
INV0107,681014062082,2014-03-13,Y,2014-03-15,,Supplement-123,256.60,3,769.80,Supplement-23,540.46,3,1621.38,,,,,,,,,,,,,,,,,,,,," R 2,391.18 "
INV0183,681014062082,2014-09-26,Y,2014-09-30,,Supplement-54,167.20,5,836.01,,,,,,,,,,,,,,,,,,,,,,,,, R 836.01 
INV0357,681014062082,2015-05-17,Y,2015-05-21,,Supplement-12,262.38,3,787.14,,,,,,,,,,,,,,,,,,,,,,,,, R 787.14 
INV0700,681014062082,2016-05-13,Y,2016-05-14,,Supplement-93,257.78,2,515.55,,,,,,,,,,,,,,,,,,,,,,,,, R 515.55 
INV01474,681014062082,2019-02-23,Y,2019-03-05,,Supplement-243,195.56,3,586.68,,,,,,,,,,,,,,,,,,,,,,,,, R 586.68 
INV01087,6808120518082,2018-02-01,Y,2018-02-10,,Supplement-233,280.03,1,280.03,Supplement-167,249.76,1,249.76,,,,,,,,,,,,,,,,,,,,, R 529.79 
INV01515,6808120518082,2019-06-26,Y,2019-06-26,,Supplement-124,305.70,2,611.40,Supplement-121,327.80,3,983.40,,,,,,,,,,,,,,,,,,,,," R 1,594.80 "
INV0469,6803160923084,2015-08-27,Y,2015-08-29,,Supplement-37,200.84,2,401.67,,,,,,,,,,,,,,,,,,,,,,,,, R 401.67 
INV0525,6803160923084,2015-10-04,Y,2015-10-06,,Supplement-136,206.44,5,1032.20,Supplement-129,211.26,5,1056.30,,,,,,,,,,,,,,,,,,,,," R 2,088.50 "
INV0613,6803160923084,2015-12-23,Y,2015-12-31,,Supplement-57,148.74,5,743.72,,,,,,,,,,,,,,,,,,,,,,,,, R 743.72 
INV01588,6803160923084,2020-02-05,,,,Supplement-214,263.34,3,790.02,Supplement-147,300.32,3,900.96,,,,,,,,,,,,,,,,,,,,," R 1,690.98 "
INV0137,6803010610087,2014-05-22,Y,2014-06-01,,Supplement-171,357.44,2,714.88,,,,,,,,,,,,,,,,,,,,,,,,, R 714.88 
INV01067,6803010610087,2018-01-04,Y,2018-01-05,,Supplement-89,351.22,4,1404.88,Supplement-49,260.28,4,1041.12,,,,,,,,,,,,,,,,,,,,," R 2,446.00 "
INV0094,6802050633083,2014-02-13,Y,2014-02-19,,Supplement-57,146.46,5,732.32,Supplement-8,140.32,3,420.96,,,,,,,,,,,,,,,,,,,,," R 1,153.28 "
INV0707,6802050633083,2016-05-22,Y,2016-05-26,,Supplement-82,165.40,5,827.00,Supplement-230,252.04,3,756.12,,,,,,,,,,,,,,,,,,,,," R 1,583.12 "
INV0933,6802050633083,2017-05-18,Y,2017-05-27,,Supplement-193,249.66,3,748.98,,,,,,,,,,,,,,,,,,,,,,,,, R 748.98 
INV01153,6802050633083,2018-03-25,Y,2018-03-29,,Supplement-36,290.62,4,1162.48,,,,,,,,,,,,,,,,,,,,,,,,," R 1,162.48 "
INV0258,6711170133088,2015-02-11,Y,2015-02-13,,Supplement-140,152.00,3,455.99,Supplement-17,223.74,3,671.21,Supplement-46,211.00,2,422.00,,,,,,,,,,,,,,,,," R 1,549.20 "
INV0682,6711170133088,2016-04-12,Y,2016-04-21,,Supplement-9,314.82,5,1574.10,Supplement-71,358.14,5,1790.70,,,,,,,,,,,,,,,,,,,,," R 3,364.80 "
INV0728,6711170133088,2016-06-20,Y,2016-06-24,,Supplement-210,156.28,4,625.12,,,,,,,,,,,,,,,,,,,,,,,,, R 625.12 
INV0496,6706260635082,2015-09-12,Y,2015-09-21,,Supplement-108,232.48,5,1162.40,,,,,,,,,,,,,,,,,,,,,,,,," R 1,162.40 "
INV0786,6706260635082,2016-09-03,Y,2016-09-07,,Supplement-236,208.62,3,625.86,,,,,,,,,,,,,,,,,,,,,,,,, R 625.86 
INV0869,6706260635082,2017-01-18,Y,2017-01-22,,Supplement-160,266.86,1,266.86,Supplement-119,231.50,1,231.50,,,,,,,,,,,,,,,,,,,,, R 498.36 
INV0461,6706090775083,2015-08-18,Y,2015-08-22,,Supplement-187,133.48,1,133.48,,,,,,,,,,,,,,,,,,,,,,,,, R 133.48 
INV01571,6706090775083,2019-11-26,Y,2019-12-03,,Supplement-179,340.60,2,681.20,,,,,,,,,,,,,,,,,,,,,,,,, R 681.20 
INV0076,6705050635085,2013-12-06,Y,2013-12-11,,Supplement-141,110.68,2,221.36,,,,,,,,,,,,,,,,,,,,,,,,, R 221.36 
INV01422,6705050635085,2018-11-27,Y,2018-11-30,,Supplement-58,257.12,4,1028.50,,,,,,,,,,,,,,,,,,,,,,,,," R 1,028.50 "
INV01572,6705050635085,2019-12-03,Y,2019-12-06,,Supplement-212,320.96,2,641.92,Supplement-152,301.06,4,1204.24,Supplement-240,204.16,5,1020.80,,,,,,,,,,,,,,,,," R 2,866.96 "
INV0350,670305077081,2015-05-11,Y,2015-05-15,,Supplement-135,132.60,4,530.40,Supplement-206,267.82,1,267.82,,,,,,,,,,,,,,,,,,,,, R 798.22 
INV0912,670305077081,2017-04-12,Y,2017-04-12,,Supplement-62,392.97,3,1178.91,Supplement-50,311.81,3,935.44,,,,,,,,,,,,,,,,,,,,," R 2,114.36 "
INV01195,670305077081,2018-04-28,Y,2018-05-08,,Supplement-11,205.75,1,205.75,Supplement-84,200.74,4,802.96,,,,,,,,,,,,,,,,,,,,," R 1,008.71 "
INV01421,670305077081,2018-11-26,Y,2018-11-28,,Supplement-206,338.50,1,338.50,,,,,,,,,,,,,,,,,,,,,,,,, R 338.50 
INV0061,6609200993085,2013-09-09,Y,2013-09-13,,Supplement-32,93.58,4,374.32,Supplement-162,214.94,4,859.76,,,,,,,,,,,,,,,,,,,,," R 1,234.08 "
INV0630,6609200993085,2016-01-14,Y,2016-01-23,,Supplement-245,274.51,3,823.54,Supplement-238,232.04,4,928.16,,,,,,,,,,,,,,,,,,,,," R 1,751.70 "
INV0733,6609200993085,2016-07-04,Y,2016-07-08,,Supplement-50,296.99,1,296.99,Supplement-28,261.42,4,1045.68,,,,,,,,,,,,,,,,,,,,," R 1,342.67 "
INV01152,6609200993085,2018-03-25,Y,2018-03-25,,Supplement-77,239.58,3,718.74,,,,,,,,,,,,,,,,,,,,,,,,, R 718.74 
INV01290,6609200993085,2018-08-12,Y,2018-08-18,,Supplement-118,207.58,3,622.74,Supplement-26,280.36,5,1401.80,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,,,,,,,,," R 2,783.78 "
INV01436,6609200993085,2018-12-09,Y,2018-12-13,,Supplement-136,263.44,3,790.32,Supplement-196,356.30,5,1781.50,,,,,,,,,,,,,,,,,,,,," R 2,571.82 "
INV0783,6607010903082,2016-09-02,Y,2016-09-10,,Supplement-179,292.72,3,878.16,Supplement-118,171.10,5,855.50,,,,,,,,,,,,,,,,,,,,," R 1,733.66 "
INV0864,6607010903082,2017-01-14,Y,2017-01-20,,Supplement-99,197.14,2,394.28,,,,,,,,,,,,,,,,,,,,,,,,, R 394.28 
INV0929,6607010903082,2017-05-14,Y,2017-05-23,,Supplement-26,258.70,1,258.70,,,,,,,,,,,,,,,,,,,,,,,,, R 258.70 
INV0006,660620054086,2012-08-01,Y,2012-08-09,,Supplement-24,110.00,4,440.00,Supplement-243,100.00,1,100.00,,,,,,,,,,,,,,,,,,,,, R 540.00 
INV01275,660620054086,2018-07-20,Y,2018-07-20,,Supplement-70,245.20,2,490.40,Supplement-200,291.06,5,1455.30,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,,,,,,,,," R 2,704.94 "
INV0466,6605260331087,2015-08-22,Y,2015-09-01,,Supplement-55,115.88,4,463.51,Supplement-126,196.96,2,393.93,,,,,,,,,,,,,,,,,,,,, R 857.44 
INV0597,6603100144082,2015-12-11,Y,2015-12-17,,Supplement-215,242.74,2,485.48,,,,,,,,,,,,,,,,,,,,,,,,, R 485.48 
INV01428,6603100144082,2018-12-04,Y,2018-12-10,,Supplement-127,216.70,3,650.10,Supplement-227,334.64,2,669.28,,,,,,,,,,,,,,,,,,,,," R 1,319.38 "
INV0191,6602070398082,2014-11-04,Y,2014-11-11,,Supplement-122,234.06,5,1170.30,Supplement-56,4729.96,1,4729.96,Supplement-139,143.74,3,431.22,,,,,,,,,,,,,,,,," R 6,331.48 "
INV01113,6602070398082,2018-02-16,Y,2018-02-18,,Supplement-106,306.58,5,1532.90,,,,,,,,,,,,,,,,,,,,,,,,," R 1,532.90 "
INV0064,6511130973087,2013-10-07,Y,2013-10-15,,Supplement-124,168.90,4,675.60,,,,,,,,,,,,,,,,,,,,,,,,, R 675.60 
INV0078,6511130973087,2013-12-10,Y,2013-12-11,,Supplement-62,281.25,3,843.75,,,,,,,,,,,,,,,,,,,,,,,,, R 843.75 
INV0388,6511130973087,2015-06-13,Y,2015-06-18,,Supplement-15,307.98,2,615.96,,,,,,,,,,,,,,,,,,,,,,,,, R 615.96 
INV0503,6511130973087,2015-09-16,Y,2015-09-17,,Supplement-226,108.30,5,541.50,Supplement-144,176.80,2,353.60,,,,,,,,,,,,,,,,,,,,, R 895.10 
INV0577,6511130973087,2015-11-21,Y,2015-11-27,,Supplement-236,177.84,4,711.36,,,,,,,,,,,,,,,,,,,,,,,,, R 711.36 
INV0875,6511130973087,2017-02-02,Y,2017-02-09,,Supplement-127,189.34,5,946.70,,,,,,,,,,,,,,,,,,,,,,,,, R 946.70 
INV01338,6511130973087,2018-09-19,Y,2018-09-21,,Supplement-12,304.56,5,1522.80,Supplement-72,268.96,5,1344.80,,,,,,,,,,,,,,,,,,,,," R 2,867.60 "
INV0732,6509220788082,2016-07-03,Y,2016-07-07,,Supplement-120,216.34,4,865.35,Supplement-121,266.24,3,798.72,,,,,,,,,,,,,,,,,,,,," R 1,664.07 "
INV0918,6509220788082,2017-04-22,Y,2017-04-30,,Supplement-223,366.56,1,366.56,,,,,,,,,,,,,,,,,,,,,,,,, R 366.56 
INV0303,6509050392085,2015-04-04,Y,2015-04-09,,Supplement-180,197.14,5,985.70,Supplement-51,126.71,2,253.42,,,,,,,,,,,,,,,,,,,,," R 1,239.12 "
INV0692,6509050392085,2016-05-06,Y,2016-05-16,,Supplement-234,276.50,3,829.50,,,,,,,,,,,,,,,,,,,,,,,,, R 829.50 
INV0926,6509050392085,2017-05-06,Y,2017-05-14,,Supplement-188,158.46,5,792.30,,,,,,,,,,,,,,,,,,,,,,,,, R 792.30 
INV01026,6509050392085,2017-10-22,Y,2017-10-24,,Supplement-35,103.74,2,207.48,,,,,,,,,,,,,,,,,,,,,,,,, R 207.48 
INV01042,6509050392085,2017-11-15,Y,2017-11-21,,Supplement-188,158.46,1,158.46,Supplement-101,247.30,2,494.60,,,,,,,,,,,,,,,,,,,,, R 653.06 
INV0048,6507120107086,2013-06-25,Y,2013-06-25,,Supplement-243,118.04,5,590.20,Supplement-6,197.84,1,197.84,Supplement-103,504.56,1,504.56,,,,,,,,,,,,,,,,," R 1,292.60 "
INV0187,6507120107086,2014-10-14,Y,2014-10-24,,Supplement-95,180.22,3,540.66,,,,,,,,,,,,,,,,,,,,,,,,, R 540.66 
INV0242,6507120107086,2015-02-02,Y,2015-02-12,,Supplement-97,200.56,3,601.68,,,,,,,,,,,,,,,,,,,,,,,,, R 601.68 
INV0454,6507120107086,2015-08-12,Y,2015-08-19,,Supplement-144,176.80,5,884.00,,,,,,,,,,,,,,,,,,,,,,,,, R 884.00 
INV01335,6507120107086,2018-09-15,Y,2018-09-23,,Supplement-58,257.12,5,1285.62,Supplement-46,232.66,2,465.32,,,,,,,,,,,,,,,,,,,,," R 1,750.94 "
INV0659,6507070463082,2016-03-03,Y,2016-03-08,,Supplement-64,156.28,3,468.84,Supplement-47,253.86,3,761.57,,,,,,,,,,,,,,,,,,,,," R 1,230.41 "
INV01276,6507070463082,2018-07-20,Y,2018-07-20,,Supplement-203,413.04,2,826.08,,,,,,,,,,,,,,,,,,,,,,,,, R 826.08 
INV01471,6507070463082,2019-02-16,Y,2019-02-23,,Supplement-60,270.28,4,1081.12,,,,,,,,,,,,,,,,,,,,,,,,," R 1,081.12 "
INV0571,6507050556081,2015-11-17,Y,2015-11-19,,Supplement-110,181.36,4,725.44,Supplement-243,128.30,5,641.50,,,,,,,,,,,,,,,,,,,,," R 1,366.94 "
INV0716,6507050556081,2016-06-04,Y,2016-06-08,,Supplement-98,185.92,4,743.68,,,,,,,,,,,,,,,,,,,,,,,,, R 743.68 
INV0982,6507050556081,2017-08-09,Y,2017-08-15,,Supplement-158,165.97,1,165.97,,,,,,,,,,,,,,,,,,,,,,,,, R 165.97 
INV01052,6507050556081,2017-12-06,Y,2017-12-06,,Supplement-166,205.30,4,821.20,Supplement-30,335.78,3,1007.34,,,,,,,,,,,,,,,,,,,,," R 1,828.54 "
INV01158,6507050556081,2018-04-01,Y,2018-04-10,,Supplement-67,138.04,4,552.16,,,,,,,,,,,,,,,,,,,,,,,,, R 552.16 
INV0181,650402056081,2014-09-23,Y,2014-09-28,,Supplement-164,218.98,1,218.98,Supplement-240,148.30,3,444.90,Supplement-153,188.20,5,941.00,,,,,,,,,,,,,,,,," R 1,604.88 "
INV0958,650402056081,2017-06-19,Y,2017-06-25,,Supplement-4,214.50,5,1072.50,Supplement-214,245.10,2,490.20,,,,,,,,,,,,,,,,,,,,," R 1,562.70 "
INV01551,650402056081,2019-09-24,Y,2019-10-03,,Supplement-71,368.40,4,1473.60,Supplement-89,352.36,4,1409.44,Supplement-52,219.64,3,658.92,Supplement-118,230.38,5,1151.90,,,,,,,,,,,,," R 4,693.86 "
INV0373,6412170702085,2015-06-01,Y,2015-06-08,,Supplement-91,255.54,4,1022.16,,,,,,,,,,,,,,,,,,,,,,,,," R 1,022.16 "
INV01313,6412170702085,2018-08-28,Y,2018-09-01,,Supplement-203,413.04,1,413.04,,,,,,,,,,,,,,,,,,,,,,,,, R 413.04 
INV01565,6412170702085,2019-11-21,Y,2019-11-23,,Supplement-235,269.89,5,1349.47,Supplement-28,329.82,4,1319.28,Supplement-19,161.98,2,323.96,,,,,,,,,,,,,,,,," R 2,992.71 "
INV0065,6412050862088,2013-10-09,Y,2013-10-15,,Supplement-241,124.00,5,620.00,,,,,,,,,,,,,,,,,,,,,,,,, R 620.00 
INV0618,6412050862088,2015-12-28,Y,2016-01-03,,Supplement-106,275.80,4,1103.20,,,,,,,,,,,,,,,,,,,,,,,,," R 1,103.20 "
INV01138,6412050862088,2018-03-12,Y,2018-03-12,,Supplement-183,314.82,3,944.46,,,,,,,,,,,,,,,,,,,,,,,,, R 944.46 
INV0284,6408200513081,2015-03-11,Y,2015-03-13,,Supplement-170,206.96,5,1034.80,,,,,,,,,,,,,,,,,,,,,,,,," R 1,034.80 "
INV0857,6408200513081,2017-01-02,Y,2017-01-06,,Supplement-70,244.06,3,732.18,Supplement-37,236.18,1,236.18,,,,,,,,,,,,,,,,,,,,, R 968.36 
INV01157,6408200513081,2018-03-28,Y,2018-04-07,,Supplement-61,273.70,1,273.70,Supplement-147,267.26,5,1336.31,,,,,,,,,,,,,,,,,,,,," R 1,610.01 "
INV0894,640428082086,2017-03-07,Y,2017-03-16,,Supplement-80,285.10,3,855.30,,,,,,,,,,,,,,,,,,,,,,,,, R 855.30 
INV0910,640428082086,2017-04-04,Y,2017-04-13,,Supplement-205,274.22,3,822.66,,,,,,,,,,,,,,,,,,,,,,,,, R 822.66 
INV01429,640428082086,2018-12-06,Y,2018-12-11,,Supplement-141,253.18,3,759.54,,,,,,,,,,,,,,,,,,,,,,,,, R 759.54 
INV0096,6404230631085,2014-02-19,Y,2014-02-28,,Supplement-187,131.20,5,656.00,Supplement-33,231.34,3,694.02,,,,,,,,,,,,,,,,,,,,," R 1,350.02 "
INV0807,6404230631085,2016-10-10,Y,2016-10-19,,Supplement-190,251.42,5,1257.10,,,,,,,,,,,,,,,,,,,,,,,,," R 1,257.10 "
INV0867,6404230631085,2017-01-16,Y,2017-01-19,,Supplement-94,247.30,3,741.90,,,,,,,,,,,,,,,,,,,,,,,,, R 741.90 
INV01200,6404230631085,2018-05-06,Y,2018-05-11,,Supplement-25,329.56,2,659.12,,,,,,,,,,,,,,,,,,,,,,,,, R 659.12 
INV01423,6404230631085,2018-11-28,Y,2018-11-30,,Supplement-58,257.12,4,1028.50,Supplement-95,246.34,2,492.68,,,,,,,,,,,,,,,,,,,,," R 1,521.18 "
INV01506,6404230631085,2019-05-26,Y,2019-06-03,,Supplement-63,203.02,5,1015.10,Supplement-195,328.94,1,328.94,,,,,,,,,,,,,,,,,,,,," R 1,344.04 "
INV0274,6404210377085,2015-03-01,Y,2015-03-10,,Supplement-70,214.42,1,214.42,,,,,,,,,,,,,,,,,,,,,,,,, R 214.42 
INV0960,6404210377085,2017-06-22,Y,2017-06-30,,Supplement-189,180.22,3,540.66,,,,,,,,,,,,,,,,,,,,,,,,, R 540.66 
INV01321,6404210377085,2018-09-05,Y,2018-09-11,,Supplement-185,226.34,1,226.34,,,,,,,,,,,,,,,,,,,,,,,,, R 226.34 
INV01385,6404210377085,2018-11-04,Y,2018-11-13,,Supplement-239,322.72,1,322.72,,,,,,,,,,,,,,,,,,,,,,,,, R 322.72 
INV0059,6404030447088,2013-08-22,Y,2013-08-31,,Supplement-184,245.46,2,490.92,Supplement-201,158.82,1,158.82,,,,,,,,,,,,,,,,,,,,, R 649.74 
INV0561,6404030447088,2015-11-07,Y,2015-11-16,,Supplement-144,176.80,4,707.20,Supplement-230,239.50,3,718.50,,,,,,,,,,,,,,,,,,,,," R 1,425.70 "
INV0676,6404030447088,2016-04-03,Y,2016-04-06,,Supplement-101,227.92,2,455.84,Supplement-187,166.54,3,499.62,,,,,,,,,,,,,,,,,,,,, R 955.46 
INV0399,6401240516085,2015-06-23,Y,2015-06-28,,Supplement-238,226.34,1,226.34,,,,,,,,,,,,,,,,,,,,,,,,, R 226.34 
INV0756,6401240516085,2016-07-28,Y,2016-08-04,,Supplement-28,261.42,1,261.42,Supplement-190,251.42,4,1005.68,,,,,,,,,,,,,,,,,,,,," R 1,267.10 "
INV0126,6311250169086,2014-04-19,Y,2014-04-23,,Supplement-60,208.72,5,1043.60,Supplement-65,103.84,2,207.68,Supplement-36,182.32,5,911.60,,,,,,,,,,,,,,,,," R 2,162.88 "
INV0442,6311250169086,2015-07-26,Y,2015-08-03,,Supplement-170,206.96,1,206.96,,,,,,,,,,,,,,,,,,,,,,,,, R 206.96 
INV0604,6311250169086,2015-12-17,Y,2015-12-20,,Supplement-171,375.68,2,751.36,,,,,,,,,,,,,,,,,,,,,,,,, R 751.36 
INV0306,6310200940086,2015-04-04,Y,2015-04-11,,Supplement-57,148.74,2,297.49,,,,,,,,,,,,,,,,,,,,,,,,, R 297.49 
INV0710,6310200940086,2016-05-24,Y,2016-06-01,,Supplement-205,269.66,1,269.66,,,,,,,,,,,,,,,,,,,,,,,,, R 269.66 
INV0938,6310200940086,2017-05-23,Y,2017-05-28,,Supplement-37,236.18,5,1180.88,Supplement-57,168.12,4,672.50,,,,,,,,,,,,,,,,,,,,," R 1,853.38 "
INV01457,6310200940086,2019-01-03,Y,2019-01-06,,Supplement-142,178.72,5,893.60,,,,,,,,,,,,,,,,,,,,,,,,, R 893.60 
INV0529,6308240548084,2015-10-08,Y,2015-10-15,,Supplement-62,359.91,1,359.91,Supplement-190,218.36,5,1091.80,,,,,,,,,,,,,,,,,,,,," R 1,451.71 "
INV01310,6308240548084,2018-08-26,Y,2018-08-31,,Supplement-145,251.86,3,755.58,,,,,,,,,,,,,,,,,,,,,,,,, R 755.58 
INV0239,630710012087,2015-01-26,Y,2015-01-28,,Supplement-72,230.20,2,460.40,Supplement-73,223.28,4,893.11,,,,,,,,,,,,,,,,,,,,," R 1,353.51 "
INV0389,630710012087,2015-06-13,Y,2015-06-19,,Supplement-27,195.30,2,390.60,Supplement-212,244.58,5,1222.90,,,,,,,,,,,,,,,,,,,,," R 1,613.50 "
INV01234,630710012087,2018-06-12,Y,2018-06-17,,Supplement-70,245.20,4,980.80,Supplement-126,277.90,3,833.71,,,,,,,,,,,,,,,,,,,,," R 1,814.51 "
INV01566,630710012087,2019-11-22,Y,2019-11-23,,Supplement-131,332.80,2,665.60,,,,,,,,,,,,,,,,,,,,,,,,, R 665.60 
INV0340,6209040562083,2015-04-28,Y,2015-05-08,,Supplement-150,346.66,3,1039.98,,,,,,,,,,,,,,,,,,,,,,,,," R 1,039.98 "
INV0524,6209040562083,2015-10-02,Y,2015-10-04,,Supplement-59,211.62,2,423.24,Supplement-130,177.94,2,355.88,,,,,,,,,,,,,,,,,,,,, R 779.12 
INV01392,6209040562083,2018-11-09,Y,2018-11-19,,Supplement-175,332.98,4,1331.92,Supplement-28,320.70,4,1282.80,,,,,,,,,,,,,,,,,,,,," R 2,614.72 "
INV0673,6207220448088,2016-03-25,Y,2016-03-31,,Supplement-176,201.88,1,201.88,,,,,,,,,,,,,,,,,,,,,,,,, R 201.88 
INV0966,6207220448088,2017-07-03,Y,2017-07-03,,Supplement-104,396.64,2,793.28,Supplement-182,279.40,1,279.40,,,,,,,,,,,,,,,,,,,,," R 1,072.68 "
INV0036,6204260308088,2013-04-11,Y,2013-04-20,,Supplement-51,76.55,4,306.19,,,,,,,,,,,,,,,,,,,,,,,,, R 306.19 
INV0241,6204260308088,2015-02-01,Y,2015-02-08,,Supplement-19,118.66,4,474.64,,,,,,,,,,,,,,,,,,,,,,,,, R 474.64 
INV0329,6204260308088,2015-04-16,Y,2015-04-25,,Supplement-178,186.38,3,559.13,Supplement-37,200.84,1,200.84,,,,,,,,,,,,,,,,,,,,, R 759.96 
INV0897,6204260308088,2017-03-11,Y,2017-03-20,,Supplement-235,250.51,5,1252.57,,,,,,,,,,,,,,,,,,,,,,,,," R 1,252.57 "
INV01257,6204260308088,2018-07-05,Y,2018-07-12,,Supplement-112,2745.16,4,10980.64,,,,,,,,,,,,,,,,,,,,,,,,," R 10,980.64 "
INV0228,6201140807084,2015-01-14,Y,2015-01-14,,Supplement-51,126.71,1,126.71,Supplement-55,115.88,3,347.64,,,,,,,,,,,,,,,,,,,,, R 474.34 
INV0473,6112060275088,2015-09-02,Y,2015-09-10,,Supplement-216,289.66,3,868.98,,,,,,,,,,,,,,,,,,,,,,,,, R 868.98 
INV0778,6112060275088,2016-08-24,Y,2016-08-24,,Supplement-60,231.52,5,1157.60,,,,,,,,,,,,,,,,,,,,,,,,," R 1,157.60 "
INV0296,6111260929085,2015-03-22,Y,2015-03-29,,Supplement-54,184.30,2,368.60,,,,,,,,,,,,,,,,,,,,,,,,, R 368.60 
INV0719,6111260929085,2016-06-07,Y,2016-06-14,,Supplement-23,571.24,2,1142.48,Supplement-65,126.64,4,506.56,,,,,,,,,,,,,,,,,,,,," R 1,649.04 "
INV0810,6111260929085,2016-10-14,Y,2016-10-17,,Supplement-155,148.82,1,148.82,Supplement-47,253.86,2,507.71,,,,,,,,,,,,,,,,,,,,, R 656.53 
INV01374,6111260929085,2018-10-26,Y,2018-10-29,,Supplement-19,156.28,1,156.28,,,,,,,,,,,,,,,,,,,,,,,,, R 156.28 
INV0353,6111040850088,2015-05-13,Y,2015-05-13,,Supplement-103,539.90,4,2159.62,,,,,,,,,,,,,,,,,,,,,,,,," R 2,159.62 "
INV0970,6111040850088,2017-07-18,Y,2017-07-24,,Supplement-109,211.26,2,422.52,,,,,,,,,,,,,,,,,,,,,,,,, R 422.52 
INV01058,6111040850088,2017-12-16,Y,2017-12-23,,Supplement-155,183.02,3,549.06,,,,,,,,,,,,,,,,,,,,,,,,, R 549.06 
INV0229,6107030710088,2015-01-14,Y,2015-01-20,,Supplement-163,128.92,3,386.76,Supplement-5,215.56,1,215.56,,,,,,,,,,,,,,,,,,,,, R 602.32 
INV0404,6107030710088,2015-07-01,Y,2015-07-10,,Supplement-33,241.60,5,1208.00,,,,,,,,,,,,,,,,,,,,,,,,," R 1,208.00 "
INV0632,6107030710088,2016-01-18,Y,2016-01-24,,Supplement-2,213.28,4,853.12,Supplement-26,238.18,5,1190.90,,,,,,,,,,,,,,,,,,,,," R 2,044.02 "
INV0745,6107030710088,2016-07-18,Y,2016-07-20,,Supplement-46,220.12,1,220.12,,,,,,,,,,,,,,,,,,,,,,,,, R 220.12 
INV01159,6107030710088,2018-04-03,Y,2018-04-13,,Supplement-193,258.78,1,258.78,Supplement-74,260.98,3,782.94,,,,,,,,,,,,,,,,,,,,," R 1,041.72 "
INV01191,6107030710088,2018-04-25,Y,2018-05-05,,Supplement-47,321.12,5,1605.59,,,,,,,,,,,,,,,,,,,,,,,,," R 1,605.59 "
INV01319,6107030710088,2018-09-05,Y,2018-09-05,,Supplement-221,258.88,4,1035.52,Supplement-206,338.50,3,1015.50,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,Supplement-236,126.54,2,253.08,,,,,,,,," R 2,810.26 "
INV0471,6102220345081,2015-09-01,Y,2015-09-04,,Supplement-142,110.32,4,441.28,,,,,,,,,,,,,,,,,,,,,,,,, R 441.28 
INV0797,6102220345081,2016-09-26,Y,2016-09-29,,Supplement-79,201.88,1,201.88,,,,,,,,,,,,,,,,,,,,,,,,, R 201.88 
INV01103,6005080590081,2018-02-07,Y,2018-02-14,,Supplement-206,338.50,1,338.50,Supplement-137,232.04,2,464.08,,,,,,,,,,,,,,,,,,,,, R 802.58 
INV0537,5910030388087,2015-10-13,Y,2015-10-16,,Supplement-172,163.12,3,489.36,Supplement-72,230.20,4,920.80,,,,,,,,,,,,,,,,,,,,," R 1,410.16 "
INV01227,5910030388087,2018-06-03,Y,2018-06-10,,Supplement-30,358.58,2,717.16,,,,,,,,,,,,,,,,,,,,,,,,, R 717.16 
INV01530,5910030388087,2019-08-02,Y,2019-08-03,,Supplement-210,234.94,5,1174.70,Supplement-206,356.74,2,713.48,,,,,,,,,,,,,,,,,,,,," R 1,888.18 "
INV0145,5907270761084,2014-06-08,Y,2014-06-15,,Supplement-40,103.24,3,309.71,,,,,,,,,,,,,,,,,,,,,,,,, R 309.71 
INV0196,5907270761084,2014-11-19,Y,2014-11-27,,Supplement-97,173.20,3,519.60,Supplement-33,231.34,4,925.36,,,,,,,,,,,,,,,,,,,,," R 1,444.96 "
INV0436,5907270761084,2015-07-21,Y,2015-07-26,,Supplement-164,253.18,4,1012.72,Supplement-140,152.00,4,607.99,,,,,,,,,,,,,,,,,,,,," R 1,620.71 "
INV0626,5907270761084,2016-01-07,Y,2016-01-15,,Supplement-167,208.72,3,626.16,Supplement-241,200.38,4,801.52,,,,,,,,,,,,,,,,,,,,," R 1,427.68 "
INV0899,5907270761084,2017-03-17,Y,2017-03-21,,Supplement-176,206.44,2,412.88,Supplement-20,225.82,3,677.46,,,,,,,,,,,,,,,,,,,,," R 1,090.34 "
